code_site,libelle_site,type_site,coordonnee_x_site,coordonnee_y_site,code_projection,longitude_site,latitude_site,altitude_site,code_systeme_alti_site,surface_bv,statut_site,premier_mois_etiage_site,premier_mois_annee_hydro_site,influence_generale_site,code_entite_hydro_site,code_troncon_hydro_site,code_commune_site,code_zone_hydro_site,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,grandeur_hydro,date_maj_site,date_premiere_donnee_dispo_site,commentaire_influence_generale_site,commentaire_site,type_contexte_loi_stat_site,type_loi_site,libelle_departement,geometry
A6142010,Le Rabodeau à Moyenmoutier,REEL,987510.0,6816115.0,26,6.884612131,48.381673137,295.0,3.0,153.0,1,1,9,1.0,A61-0200,A6140200,['88319'],A614,['MOYENMOUTIER'],['88'],['44'],['GRAND EST'],A61-0200,Le Rabodeau,http://id.eaufrance.fr/CEA/A61-0200,Q,2021-11-26T00:00:00Z,,,,[1],[2],['VOSGES'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.8846121311906785, 48.381673137067644]}"
A6151030,La Meurthe à Raon-l'Étape,REEL,984475.0,6818232.0,26,6.845062409,48.402032182,281.0,3.0,727.0,1,1,9,1.0,A6--0100,A6150100,['88372'],A615,"[""RAON-L'ETAPE""]",['88'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Q,2021-11-26T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",[1],[2],['VOSGES'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.845062408602905, 48.40203218180402]}"
A6232010,La Plaine à Raon-l'Étape [La Trouche],REEL,986823.0,6819937.0,26,6.877878865,48.416320357,290.0,3.0,116.0,1,1,9,2.0,A62-0200,A6230200,['88372'],A623,"[""RAON-L'ETAPE""]",['88'],['44'],['GRAND EST'],A62-0200,La Plaine,http://id.eaufrance.fr/CEA/A62-0200,Q,2022-02-03T00:00:00Z,,Influence de la compensation EDF et soutien AERM provenant de Vieux pré,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['VOSGES'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.877878865246533, 48.416320357425484]}"
A6263410,Le ruisseau le Laxat à Hériménil,REEL,958881.0,6834236.0,26,6.509208597,48.556567604,234.0,2.0,10.7,1,1,9,1.0,A6580340,A6580340,['54260'],A658,['HERIMENIL'],['54'],['44'],['GRAND EST'],A6580340,Ruisseau le Laxat,http://id.eaufrance.fr/CEA/A6580340,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.5092085968839495, 48.556567604432786]}"
A6311010,La Meurthe à Azerailles et à Baccarat,REEL,976357.0,6823095.0,26,6.738612663,48.44923718,260.0,3.0,939.0,1,1,9,2.0,A6--0100,A6310100,"['54039', '54039']",A631,"['BACCARAT', 'BACCARAT']","['54', '54']","['44', '44']","['GRAND EST', 'GRAND EST']",A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Q,2022-02-02T00:00:00Z,,Echelle de basses eaux non représentative du niveau de la Meurthe (ensablement),"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",[1],[2],"['MEURTHE-ET-MOSELLE', 'MEURTHE-ET-MOSELLE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.738612662668514, 48.44923717956396]}"
A6341010,La Meurthe à Lunéville,REEL,956675.0,6837063.0,26,6.481032756,48.582850801,219.0,3.0,1105.0,1,1,9,3.0,A6--0100,A6340100,"['54329', '54329']",A634,"['LUNEVILLE', 'LUNEVILLE']","['54', '54']","['44', '44']","['GRAND EST', 'GRAND EST']",A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Q,2021-11-26T00:00:00Z,,"Influence entre la Meurthe et la Vezouze en crue, selon concordance des épisodes","En crue, la Meurthe peut influencer la Vezouze à Lunéville et inversement en fonction de l'importance de la crue et de la coïncidence ou non des ondes de crue à la confluence (cf épisode de décembre 2001). Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",[1],[2],"['MEURTHE-ET-MOSELLE', 'MEURTHE-ET-MOSELLE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.481032755843808, 48.58285080141814]}"
A6400001,La Vezouze à Cirey-sur-Vezouze,REEL,990716.0,6838654.0,26,6.943052144,48.582756863,,,76.0,1,1,9,0.0,A6--0110,A6400110,['54129'],A640,['CIREY-SUR-VEZOUZE'],['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,Q,2021-11-26T00:00:00Z,,,,,,['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.943052143756436, 48.58275686273237]}"
A6431120,La Vezouze à Blâmont et à Frémonville,REEL,983380.0,6838881.0,26,6.84386108,48.588048788,265.0,3.0,114.0,1,1,9,1.0,A6--0110,A6430110,"['54211', '54077', '54077']",A643,"['FREMONVILLE', 'BLAMONT', 'BLAMONT']","['54', '54', '54']","['44', '44', '44']","['GRAND EST', 'GRAND EST', 'GRAND EST']",A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,Q,2022-09-26T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],"['MEURTHE-ET-MOSELLE', 'MEURTHE-ET-MOSELLE', 'MEURTHE-ET-MOSELLE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.843861080335643, 48.58804878800964]}"
A6443010,Le ruisseau le Vacon à Barbas,REEL,983261.0,6837561.0,26,6.841379117,48.576241088,258.0,3.0,35.4,1,1,9,1.0,A6450330,A6450330,['54044'],A645,['BARBAS'],['54'],['44'],['GRAND EST'],A6450330,Ruisseau le Vacon,http://id.eaufrance.fr/CEA/A6450330,Q,2021-11-26T00:00:00Z,,,Le 11/07/2008 : le producteur DIREN Lorraine remplace l'Agence de l'Eau Rhin-Meuse placé en producteur associé.,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.841379116724932, 48.57624108758691]}"
A6480001,La Blette à Montigny,REEL,980553.0,6830963.0,26,6.800409068,48.518136023,,,60.49,1,1,9,0.0,A64-0200,A6480200,['54377'],A648,['MONTIGNY'],['54'],['44'],['GRAND EST'],A64-0200,La Blette,http://id.eaufrance.fr/CEA/A64-0200,Q,2022-10-25T00:00:00Z,,,,,,['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.800409067802794, 48.51813602256508]}"
A6541110,La Vezouze à Thiébauménil,REEL,967282.0,6837329.0,26,6.624852639,48.580949425,231.0,3.0,458.0,1,1,9,1.0,A6--0110,A6540110,['54520'],A654,['THIEBAUMENIL'],['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,Q,2022-02-03T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.6248526387036435, 48.58094942501234]}"
A6543010,Le ruisseau des Amis à Marainviller,REEL,967321.0,6839130.0,26,6.626501786,48.597116736,234.0,0.0,35.6,1,1,9,1.0,A6550300,A6550300,['54350'],A655,['MARAINVILLER'],['54'],['44'],['GRAND EST'],A6550300,Ruisseau des Amis,http://id.eaufrance.fr/CEA/A6550300,Q,2021-11-26T00:00:00Z,,,Le 11/07/2008 : le producteur DIREN Lorraine remplace l'Agence de l'Eau Rhin-Meuse placé en producteur associé.,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.626501785648486, 48.59711673646764]}"
A6571110,La Vezouze à Lunéville,REEL,957039.0,6838418.0,26,6.486773857,48.59488312,220.0,3.0,559.0,1,1,9,3.0,A6--0110,A6570110,['54329'],A657,['LUNEVILLE'],['54'],['44'],['GRAND EST'],A6--0110,La Vezouze,http://id.eaufrance.fr/CEA/A6--0110,Q,2022-02-03T00:00:00Z,,"Influence entre la Meurthe et la Vezouze en crue, selon concordance des épisodes","En crue, la Meurthe peut influencer la Vezouze à Lunéville et inversement en fonction de l'importance de la crue et de la coïncidence ou non des ondes de crue à la confluence (cf épisode de décembre 2001). Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.486773856772543, 48.594883120422544]}"
A6621212,La Mortagne à Autrey et à Sainte-Hélène,REEL,973270.0,6805887.0,26,6.686053148,48.295896649,318.0,3.0,100.0,1,1,9,1.0,A6--0120,A6620120,"['88021', '88418']",A662,"['AUTREY', 'SAINTE-HELENE']","['88', '88']","['44', '44']","['GRAND EST', 'GRAND EST']",A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,Q,2021-11-26T00:00:00Z,,,,[1],[2],"['VOSGES', 'VOSGES']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.686053148330016, 48.29589664855598]}"
A6640310,L'Arentèle à Saint-Gorgon et à Sainte-Hélène,REEL,969929.0,6807150.0,26,6.641836883,48.30864227,295.0,3.0,55.0,1,1,9,1.0,A6640300,A6640300,"['88417', '88418']",A664,"['SAINT-GORGON', 'SAINTE-HELENE']","['88', '88']","['44', '44']","['GRAND EST', 'GRAND EST']",A6640300,Ruisseau l'Arentele,http://id.eaufrance.fr/CEA/A6640300,Q,2021-11-26T00:00:00Z,,Influence du vannage du moulin de la rue situé environ 500m à l&#039;amont,,[1],[2],"['VOSGES', 'VOSGES']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.641836882724682, 48.3086422702307]}"
A6701210,La Mortagne à Roville-aux-Chênes,REEL,967551.0,6813730.0,26,6.613858407,48.368762829,271.0,3.0,300.0,1,1,9,1.0,A6--0120,A6700120,['88402'],A670,['ROVILLE-AUX-CHENES'],['88'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,Q,2021-11-26T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['VOSGES'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.613858406865742, 48.36876282897321]}"
A6731210,La Mortagne à Moyen,REEL,963498.0,6826211.0,26,6.566798538,48.482588613,238.0,2.0,482.0,1,1,9,1.0,A6--0120,A6730120,['54393'],A673,['MOYEN'],['54'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.566798537869347, 48.48258861254408]}"
A6731220,La Mortagne à Gerbéviller,REEL,960351.0,6826568.0,26,6.524472123,48.487067749,233.0,3.0,493.0,1,1,9,1.0,A6--0120,A6740120,['54222'],A674,['GERBEVILLER'],['54'],['44'],['GRAND EST'],A6--0120,La Mortagne,http://id.eaufrance.fr/CEA/A6--0120,Q,2021-11-26T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.52447212265037, 48.48706774877082]}"
A6761010,La Meurthe à Damelevières,REEL,949614.0,6834572.0,26,6.38394332,48.563224628,211.0,2.0,2280.0,1,1,9,1.0,A6--0100,A6760100,['54152'],A676,['DAMELEVIERES'],['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Q,2021-11-26T00:00:00Z,,Seuil fixe à l&#039;aval de la station,"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.383943320328976, 48.56322462824595]}"
A6812010,Le Sanon à Lagarde,REEL,973538.0,6849602.0,26,6.71740244,48.68860971,230.0,3.0,73.0,1,1,9,1.0,A68-0200,A6810200,['57375'],A681,['LAGARDE'],['57'],['44'],['GRAND EST'],A68-0200,Le Sanon,http://id.eaufrance.fr/CEA/A68-0200,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.717402439647752, 48.68860970978175]}"
A6860001,Le Sanon à Crévic,REEL,951188.0,6843257.0,26,6.410337127,48.640666529,,,268.0,1,1,9,0.0,A68-0200,A6860200,['54145'],A686,['CREVIC'],['54'],['44'],['GRAND EST'],A68-0200,Le Sanon,http://id.eaufrance.fr/CEA/A68-0200,Q,2022-09-21T00:00:00Z,,,,,,['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.410337127055249, 48.640666528603084]}"
A6872010,Le Sanon à Dombasle-sur-Meurthe,REEL,946187.0,6841583.0,26,6.341560051,48.627545396,203.0,3.0,284.0,1,1,9,3.0,A68-0200,A6870200,['54159'],A687,['DOMBASLE-SUR-MEURTHE'],['54'],['44'],['GRAND EST'],A68-0200,Le Sanon,http://id.eaufrance.fr/CEA/A68-0200,Q,2022-02-02T00:00:00Z,,Rejet du canal et de l'usine,"Depuis le 23/03/2007, les horaires des données sont en TU.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.341560051198348, 48.62754539636666]}"
A6903810,Le ruisseau le Petit Rhône à Saint-Nicolas-de-Port,REEL,943142.0,6840494.0,26,6.299660567,48.618909964,215.0,3.0,21.4,1,1,9,1.0,A6900380,A6900380,['54483'],A690,['SAINT-NICOLAS-DE-PORT'],['54'],['44'],['GRAND EST'],A6900380,Ruisseau le Petit Rhone,http://id.eaufrance.fr/CEA/A6900380,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.2996605670535635, 48.61890996381592]}"
A6921010,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],REEL,941013.0,6843031.0,26,6.272227226,48.642507126,200.0,3.0,2780.0,1,1,9,1.0,A6--0100,A6920100,['54300'],A692,['LANEUVEVILLE-DEVANT-NANCY'],['54'],['44'],['GRAND EST'],A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Q,2021-11-26T00:00:00Z,,Seuil fixe à l&#039;aval de la station,"A partir du 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.272227225845121, 48.64250712615779]}"
A6941020,La Meurthe à Malzéville,REEL,933865.0,6850323.0,26,6.179269355,48.710666956,188.0,3.0,2960.0,1,1,9,1.0,A6--0100,A6940100,"['54339', '54339', '54339']",A694,"['MALZEVILLE', 'MALZEVILLE', 'MALZEVILLE']","['54', '54', '54']","['44', '44', '44']","['GRAND EST', 'GRAND EST', 'GRAND EST']",A6--0100,La Meurthe,http://id.eaufrance.fr/CEA/A6--0100,Q,2022-02-03T00:00:00Z,,Le soutient d'étiage par la retenue de vieux pré est usuellement de 3 m3/s.,"Le soutient d'étiage par la retenue de vieux pré est usuellement de 3 m3/s. En étiage, la mesure limnimétrique est tronquée (gestion par les vannes du barrage aval), ce qui a justifié l'installation d'un débitmètre de type H-ADCP. Ce débitmètre a un fonctionnement parfois erratique en étiage du fait des très faibles vitesses d'écoulement et des contre-courants. Pour les mesures d'étiage, la station de Laneuveville, environ 10 km à l'amont sur la Meurthe donne de bon résultats.",[1],[2],"['MEURTHE-ET-MOSELLE', 'MEURTHE-ET-MOSELLE', 'MEURTHE-ET-MOSELLE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.179269355416283, 48.71066695566656]}"
A6953010,L'Amezule à Lay-Saint-Christophe,REEL,935098.0,6854399.0,26,6.198256179,48.746849788,197.0,3.0,84.8,1,1,9,1.0,A6950300,A6950300,['54305'],A695,['LAY-SAINT-CHRISTOPHE'],['54'],['44'],['GRAND EST'],A6950300,L'Amezule,http://id.eaufrance.fr/CEA/A6950300,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.19825617873904, 48.74684978804879]}"
A7010610,La Moselle à Custines,REEL,929289.0,6858931.0,26,6.121750416,48.789667836,184.0,3.0,6830.0,1,1,9,1.0,A---0082,A7010082,['54150'],A701,['CUSTINES'],['54'],['44'],['GRAND EST'],A---0082,La Moselle Canalisee,http://id.eaufrance.fr/CEA/A---0082,Q,2022-02-02T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU. Le soutient d'étiage par la retenue de vieux pré peut être de 4m3/s.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.121750415577566, 48.78966783570218]}"
A7030620,La Moselle à Blénod-lès-Pont-à-Mousson,REEL,925734.0,6867031.0,26,6.077694919,48.863713405,178.0,2.0,6925.0,1,1,9,1.0,A---0060,A7030060,['54079'],A703,['BLENOD-LES-PONT-A-MOUSSON'],['54'],['44'],['GRAND EST'],A---0060,La Moselle,http://id.eaufrance.fr/CEA/A---0060,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.077694918603854, 48.86371340452338]}"
A7122010,L'Esch à Jezainville,REEL,923193.0,6867213.0,26,6.043180576,48.86623439,182.0,3.0,231.0,1,1,9,1.0,A71-0200,A7120200,['54279'],A712,['JEZAINVILLE'],['54'],['44'],['GRAND EST'],A71-0200,Ruisseau d'Esche,http://id.eaufrance.fr/CEA/A71-0200,Q,2022-02-02T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.043180575788807, 48.86623438956089]}"
A7213010,Le ruisseau le Trey à Vandières,REEL,921978.0,6876911.0,26,6.031705023,48.953801965,182.0,3.0,38.7,1,1,9,1.0,A7210300,A7210300,['54546'],A721,['VANDIERES'],['54'],['44'],['GRAND EST'],A7210300,Ruisseau de Trey,http://id.eaufrance.fr/CEA/A7210300,Q,2021-11-26T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.031705022734233, 48.95380196518984]}"
A7352010,Le Rupt de Mad à Onville,REEL,916621.0,6883245.0,26,5.961853551,49.012545047,184.0,3.0,358.0,1,1,9,1.0,A73-0200,A7350200,['54410'],A735,['ONVILLE'],['54'],['44'],['GRAND EST'],A73-0200,Ruisseau le Rupt de Mad,http://id.eaufrance.fr/CEA/A73-0200,Q,2022-02-03T00:00:00Z,,,,[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.96185355143439, 49.0125450473669]}"
A7400001,La Moselle à Corny-sur-Moselle,REEL,923284.0,6885571.0,26,6.054096614,49.031163136,172.0,3.0,7762.0,1,1,1,1.0,A---0082,A7400082,"['57153', '57153']",A740,"['CORNY-SUR-MOSELLE', 'CORNY-SUR-MOSELLE']","['57', '57']","['44', '44']","['GRAND EST', 'GRAND EST']",A---0082,La Moselle Canalisee,http://id.eaufrance.fr/CEA/A---0082,Q,2022-09-26T00:00:00Z,,Le soutient d'étiage par la retenue de vieux pré est de 3 m3/s.,"Mise en service au second semestre 2014. Station débitmétrique (US et temps de transit + limni) + station limnimétrique en crue (CT à affiner, manque de jaugeages en hautes eaux). Station implantée sur un tronçon de Moselle canalisée, la totalité du débit passe au droit de la station.  Le soutient d'étiage par la retenue de vieux pré est de 3m3/s. Données de débitmètre à utiliser après validation.",[1],[0],"['MOSELLE', 'MOSELLE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.054096613755723, 49.03116313595095]}"
A7420002,Le ruisseau de Montvaux à Châtel-Saint-Germain,REEL,924723.0,6896160.0,26,6.079405074,49.125798265,210.0,3.0,13.0,1,1,9,0.0,A7420490,A7420490,['57134'],A742,['CHATEL-SAINT-GERMAIN'],['57'],['44'],['GRAND EST'],A7420490,Ruisseau de Montvaux,http://id.eaufrance.fr/CEA/A7420490,Q,2021-11-26T00:00:00Z,,,,,,['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.079405074320691, 49.12579826452942]}"
A7420003,Le ruisseau de Montvaux à Sainte-Ruffine,REEL,926211.0,6894291.0,26,6.098769887,49.108483688,177.0,3.0,25.0,1,1,9,0.0,A7420490,A7420490,['57624'],A742,['SAINTE-RUFFINE'],['57'],['44'],['GRAND EST'],A7420490,Ruisseau de Montvaux,http://id.eaufrance.fr/CEA/A7420490,Q,2021-11-26T00:00:00Z,,,,,,['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.098769886753623, 49.10848368836583]}"
A7420004,Le ruisseau de Montvaux à Moulins-lès-Metz,REEL,926908.0,6893843.0,26,6.10806652,49.10421255,168.0,0.0,26.0,1,1,9,0.0,A7420490,A7420490,['57487'],A742,['MOULINS-LES-METZ'],['57'],['44'],['GRAND EST'],A7420490,Ruisseau de Montvaux,http://id.eaufrance.fr/CEA/A7420490,Q,2021-11-26T00:00:00Z,,,,,,['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.108066519609062, 49.10421255038854]}"
A7430610,La Moselle à Metz [Pont des Morts],REEL,931141.0,6896027.0,26,6.167185612,49.122321571,159.0,3.0,7878.0,1,1,9,2.0,A---0060,A7430060,['57463'],A743,['METZ'],['57'],['44'],['GRAND EST'],A---0060,La Moselle,http://id.eaufrance.fr/CEA/A---0060,Q,2022-02-03T00:00:00Z,,Sous influence de la végétation,"Sous influence de la végétation en étiage (pas de débit calculé en dessous de 3.20 m soit 296 m3/s). En crue une partie du débit passe par le Bras Mort de la Moselle. Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.1671856121710285, 49.12232157072096]}"
A7581020,La Seille à Moyenvic et à Vic-sur-Seille,REEL,962076.0,6859343.0,26,6.567826579,48.780882803,199.0,3.0,352.0,1,1,9,1.0,A7--0100,A7580100,"['57712', '57490']",A758,"['VIC-SUR-SEILLE', 'MOYENVIC']","['57', '57']","['44', '44']","['GRAND EST', 'GRAND EST']",A7--0100,La Seille,http://id.eaufrance.fr/CEA/A7--0100,Q,2022-02-03T00:00:00Z,,,,[1],[2],"['MOSELLE', 'MOSELLE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.567826578942335, 48.780882802722886]}"
A7642010,La Petite Seille à Château-Salins,REEL,957332.0,6863231.0,26,6.505677078,48.8177255,203.0,3.0,143.0,1,1,9,1.0,A76-0200,A7640200,['57132'],A764,['CHATEAU-SALINS'],['57'],['44'],['GRAND EST'],A76-0200,La Petite Seille,http://id.eaufrance.fr/CEA/A76-0200,Q,2022-02-02T00:00:00Z,,,,[1],[2],['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.505677077600719, 48.81772550018061]}"
A7701010,La Seille à Chambrey,REEL,953931.0,6859325.0,26,6.457076099,48.783978548,199.0,3.0,560.0,1,1,9,,A7--0100,A7700100,['57126'],A770,['CHAMBREY'],['57'],['44'],['GRAND EST'],A7--0100,La Seille,http://id.eaufrance.fr/CEA/A7--0100,Q,2022-11-24T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.457076099341453, 48.78397854784593]}"
A7821010,La Seille à Nomeny,REEL,936625.0,6870199.0,26,6.227787793,48.888271144,181.0,3.0,925.0,1,1,9,1.0,A7--0100,A7820100,['54400'],A782,['NOMENY'],['54'],['44'],['GRAND EST'],A7--0100,La Seille,http://id.eaufrance.fr/CEA/A7--0100,Q,2022-09-26T00:00:00Z,,,"Depuis le 23/03/2007, les horaires sont en TU.",[1],[2],['MEURTHE-ET-MOSELLE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.227787793413984, 48.88827114368155]}"
